14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,26,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,24,28,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,28,22,28,28,16,22,20,28,20,26,28,24,28,20,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,14,8,14,24,4,14,16,14,10,12,20,12,24,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,20,0,0,0,18,2,4,10,0,0,0,10,4,12,8,28,28,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,24,8,0,4,8,14,8,0,6,0,2,4,4,4,2,2,20,24,20,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,20,12,6,12,12,8,14,2,4,2,2,4,0,2,0,0,12,20,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,18,18,8,14,10,2,10,4,2,2,0,4,4,0,2,4,14,16,28,28,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,16,10,4,6,18,6,4,6,0,0,2,14,14,2,14,10,12,8,28,28,20,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,16,8,12,0,22,6,2,14,4,0,2,16,18,4,18,8,8,2,22,26,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,16,12,18,4,10,2,4,20,10,4,0,12,16,4,10,2,12,8,16,24,4,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,18,12,14,10,0,2,4,16,10,10,6,14,14,2,6,0,8,12,10,18,16,16,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,20,14,16,18,0,0,8,12,12,12,10,10,6,0,6,0,0,4,4,8,26,4,20,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,16,8,12,26,0,0,20,14,18,20,8,2,0,2,6,0,2,0,2,4,20,16,18,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
