14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,26,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,18,24,28,28,28,28,14,28,28,28,28,24,18,28,28,28,28,20,22,28,28,28,28,16,26,28,28,28,26,16,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
28,28,28,28,28,28,28,8,20,28,28,28,28,0,28,28,28,28,20,8,28,28,28,28,12,16,28,28,28,28,4,24,28,28,28,24,4,28,28,28,28,28,28,28,52,
